-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,23,23,23,23,23,23,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,23,23,23,23,23,23,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,23,23,23,23,23,23,23,23,23,23,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,23,23,23,23,23,23,23,23,23,23,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,27,27,27,25,25,25,26,25,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,27,27,27,25,25,25,26,25,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,27,25,27,25,25,25,25,26,25,25,25,-1,-1,-1,-1,-1
-1,-1,-1,-1,27,25,27,25,25,25,25,26,25,25,25,-1,-1,-1,-1,-1
-1,-1,-1,-1,27,25,27,27,25,25,25,25,26,25,25,25,-1,-1,-1,-1
-1,-1,-1,-1,27,25,27,27,25,25,25,25,26,25,25,25,-1,-1,-1,-1
-1,-1,-1,-1,27,27,25,25,25,25,25,26,26,26,26,-1,-1,-1,-1,-1
-1,-1,-1,-1,27,27,25,25,25,25,25,26,26,26,26,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,25,25,25,25,25,25,25,25,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,25,25,25,25,25,25,25,25,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
